indice_tiempo;ipc;salario;dolar
1/10/2018;3.35496E+15;524.8396821;38.590005
1/11/2018;3.46076E+15;534.0136135;37.12021818
1/12/2018;3.54969E+15;543.6037216;36.45903684
1/1/2019;3.65285E+15;559.7920254;37.88518333
1/2/2019;3.79041E+15;581.5023862;37.40689091
1/3/2019;3.96778E+15;615.5492407;38.40855
1/4/2019;4.10446E+15;627.7974017;41.36237368
1/5/2019;4.23002E+15;647.6317226;43.23376842
1/6/2019;4.34499E+15;658.2872048;44.93321364
1/7/2019;4.44049E+15;;43.78935
;;;42.54340952
;;;52.72705714
;;;56.555424
;;;57.90484667
